Education,Marital_Status,Income,Recency,NumDealsPurchases,NumWebVisitsMonth,Complain,Customer_Since_Days,Age,Children,Total_Spent,Total_Purchases,Campaigns_Accepted,Segment
Basic,Single,25707.0,18,1,7,0,162,41,1,21,4,0,3
PhD,Married,59062.0,74,2,4,0,269,58,3,71,5,0,1
Graduation,Single,76624.0,68,1,1,0,36,63,1,899,22,1,2
Master,Together,66000.0,36,1,1,0,70,78,0,711,9,0,0
PhD,Together,27683.0,90,4,8,0,694,47,1,351,12,0,1
Graduation,Divorced,1730.0,65,15,20,0,42,54,0,8,0,0,1
Basic,Single,7500.0,63,4,9,0,573,33,1,119,7,0,3
Graduation,Together,40521.0,82,1,5,0,450,57,2,21,3,0,1
PhD,Together,20427.0,63,1,8,0,97,52,1,10,3,0,1
Graduation,Married,65106.0,55,3,6,0,36,50,1,973,24,1,2
PhD,Married,69969.0,64,1,3,0,306,60,0,1536,12,2,2
Graduation,Married,67433.0,51,4,4,0,348,73,2,992,24,1,2
PhD,Married,77766.0,97,2,6,0,492,58,1,1529,32,1,2
Graduation,Married,74716.0,92,2,4,0,290,53,1,860,15,0,2
PhD,Married,55158.0,72,4,7,0,699,55,2,418,14,0,1
2n Cycle,Married,62972.0,39,2,6,0,695,70,1,587,14,0,1
Graduation,Married,74190.0,49,2,2,0,48,50,1,641,17,0,2
Graduation,Married,39356.0,21,1,6,0,102,49,2,23,3,1,1
Graduation,Together,76653.0,91,1,2,0,317,56,0,2279,22,2,2
PhD,Divorced,90687.0,98,1,2,0,403,42,0,1779,16,1,2
Master,Together,73450.0,85,1,3,0,206,43,0,1804,26,2,2
Graduation,Married,31454.0,40,3,8,0,358,65,2,48,5,0,1
Graduation,Single,47139.0,2,2,7,0,115,73,2,83,5,0,3
PhD,Married,53378.0,41,10,8,0,643,62,2,793,19,0,1
Graduation,Together,19656.0,94,3,7,0,506,55,1,84,6,0,1
PhD,Married,45579.0,10,1,6,0,313,77,1,183,9,0,1
2n Cycle,Single,85485.0,73,1,2,0,8,67,0,1383,18,0,2
Graduation,Married,55956.0,22,2,4,0,83,81,0,999,14,1,2
Master,Single,64191.0,30,3,3,0,523,62,1,825,21,0,0
Graduation,Single,38808.0,21,4,8,0,672,53,1,246,10,1,3
Master,Married,57183.0,51,8,8,0,467,59,2,610,17,0,0
Master,Divorced,23748.0,97,3,8,0,585,57,1,76,6,0,0
Graduation,Married,66303.0,56,4,8,0,488,54,1,1286,18,1,2
Master,Married,37368.0,4,1,6,0,195,50,1,30,3,1,0
Graduation,Married,40800.0,77,2,7,1,544,61,3,99,6,0,1
Graduation,Divorced,71847.0,95,0,3,0,646,47,0,1192,22,1,2
Graduation,Married,46149.0,36,5,5,0,212,50,1,362,13,0,1
Graduation,Together,78687.0,13,1,2,0,689,42,0,2130,18,1,2
2n Cycle,Divorced,49118.0,90,2,7,0,680,54,0,1229,26,2,2
PhD,Married,37633.0,49,2,9,0,647,68,2,38,4,0,1
Master,Together,39767.0,18,2,8,0,343,74,0,485,15,0,0
Basic,Married,26997.0,89,2,7,0,601,74,0,434,11,0,1
Graduation,Divorced,33986.0,43,1,7,0,472,55,1,44,4,0,1
PhD,Married,57091.0,82,2,7,0,583,53,1,496,16,1,1
2n Cycle,Married,46831.0,84,2,4,0,386,56,2,78,5,0,1
Master,Married,83151.0,80,1,2,0,504,53,0,2346,22,3,2
Graduation,Married,52531.0,68,2,6,0,546,54,0,794,19,0,2
Graduation,Married,15759.0,12,1,7,0,297,69,0,17,3,0,1
2n Cycle,Married,43050.0,10,2,5,0,103,52,1,76,6,0,1
PhD,Single,42997.0,91,1,7,0,204,48,2,15,3,0,3
PhD,Single,48918.0,21,2,4,0,78,62,2,62,5,0,3
Master,Together,60033.0,28,2,2,0,92,71,1,198,8,0,0
PhD,Together,34043.0,97,1,9,0,247,47,1,49,4,0,1
Graduation,Together,57811.0,49,5,5,0,370,59,1,802,20,1,2
Graduation,Married,78569.0,14,1,1,0,130,79,0,1736,14,1,2
Graduation,Single,7500.0,5,4,6,0,549,47,2,57,6,0,3
Master,Together,157733.0,37,0,1,0,390,54,1,59,2,0,0
2n Cycle,Married,23148.0,83,1,7,0,131,40,0,37,5,0,1
Graduation,Divorced,44267.0,48,5,9,0,489,55,2,310,11,0,1
Graduation,Married,71626.0,94,1,3,0,605,46,0,1305,18,1,2
Graduation,Together,60894.0,61,5,7,0,366,59,1,832,21,0,1
Graduation,Together,50200.0,70,6,8,0,452,49,2,401,13,0,1
PhD,Married,81051.0,43,1,2,0,37,60,0,1501,22,2,2
Graduation,Married,65169.0,23,1,6,0,166,43,0,1189,27,4,2
Graduation,Together,59868.0,37,7,6,0,342,53,1,1194,25,0,2
PhD,Married,65695.0,50,2,4,0,149,65,1,656,19,0,2
Master,Single,64857.0,78,1,4,0,583,69,0,1540,22,0,2
Master,Together,45143.0,74,3,7,0,307,60,1,311,12,0,0
2n Cycle,Together,74805.0,14,5,2,0,235,70,1,820,21,0,2
2n Cycle,Married,59060.0,77,3,4,0,169,36,1,274,11,0,1
PhD,Single,27238.0,39,3,9,0,435,63,2,57,6,0,3
Graduation,Together,47009.0,89,4,4,0,271,60,1,448,13,0,1
2n Cycle,Married,46094.0,62,1,7,0,19,52,2,44,4,0,1
Graduation,Together,37235.0,68,1,4,0,148,41,1,61,4,0,1
Master,Married,81843.0,13,1,3,0,433,65,0,1643,26,0,2
Master,Together,46692.0,37,3,6,0,388,67,1,397,12,0,0
Graduation,Together,77382.0,36,2,1,0,173,57,1,1121,24,1,2
Graduation,Single,37774.0,28,4,9,1,664,48,2,473,12,1,3
Basic,Married,18393.0,2,2,8,0,92,51,1,50,6,0,1
Master,Married,72828.0,17,6,7,0,500,63,1,1678,22,0,0
Graduation,Married,24711.0,86,1,7,0,72,43,0,58,6,0,1
PhD,Married,45503.0,54,1,5,0,277,50,1,170,8,0,1
Master,Single,6560.0,2,0,17,0,199,43,0,373,2,0,3
PhD,Together,71604.0,3,1,4,0,224,80,0,1196,16,1,2
Graduation,Married,27244.0,84,2,7,0,114,46,1,101,6,0,1
Graduation,Married,48752.0,8,5,9,0,564,56,2,316,12,0,1
Graduation,Married,71434.0,4,3,4,0,284,63,1,1400,18,2,2
Graduation,Single,90842.0,57,1,1,0,335,77,0,1424,26,0,2
Master,Married,88097.0,24,1,9,0,680,47,1,844,19,3,0
Graduation,Married,51948.0,51,2,5,0,285,50,1,311,11,0,1
Graduation,Together,71853.0,29,1,1,0,417,43,0,1149,16,0,2
Master,Married,35876.0,13,1,6,0,70,42,0,129,7,0,0
Graduation,Widow,40049.0,23,1,6,0,256,73,1,32,4,0,1
Graduation,Single,39660.0,36,3,9,0,690,43,1,299,11,0,3
Graduation,Together,50127.0,88,1,6,0,31,63,1,320,12,1,1
Master,Married,43263.0,2,3,5,0,585,48,1,441,13,0,0
Graduation,Married,18929.0,15,1,6,0,498,35,0,85,5,0,1
Basic,Single,24367.0,58,1,9,0,466,43,1,24,3,0,3
2n Cycle,Married,26887.0,27,1,6,0,504,66,1,30,4,0,1
Graduation,Together,62061.0,12,3,6,0,302,49,1,800,21,1,2
PhD,Together,76542.0,91,1,2,0,456,69,0,1483,22,0,2
Graduation,Single,70515.0,12,1,2,0,251,32,0,1258,16,0,2
Graduation,Together,18227.0,21,1,8,0,598,38,1,28,3,0,1
Graduation,Married,69139.0,23,1,4,0,153,60,1,227,10,0,1
Graduation,Married,69109.0,10,1,4,0,597,43,0,1555,19,1,2
Graduation,Single,69627.0,35,2,5,0,469,63,1,861,21,0,3
Graduation,Married,38136.0,69,2,8,0,433,47,1,103,6,1,1
PhD,Single,62159.0,68,1,4,0,62,79,0,634,18,0,2
Graduation,Single,80695.0,85,1,2,0,182,62,0,1918,18,0,2
Master,Single,33316.0,34,3,6,0,268,54,2,131,7,0,0
Graduation,Together,58554.0,55,6,7,0,641,57,2,586,16,0,1
Basic,Married,17256.0,10,2,8,0,218,33,1,62,5,1,1
Graduation,Divorced,53034.0,30,8,8,0,395,51,2,447,14,0,1
2n Cycle,Together,52203.0,36,1,6,0,698,75,0,939,26,0,2
2n Cycle,Divorced,59601.0,14,4,8,0,339,48,1,797,11,1,1
Master,Single,75154.0,79,1,3,0,663,67,1,1143,15,0,0
Graduation,Single,47025.0,52,3,6,0,234,49,1,415,14,0,3
Graduation,Married,37971.0,97,1,8,0,216,52,1,30,4,0,1
Graduation,Married,67267.0,0,1,2,0,47,67,1,251,10,0,1
Graduation,Single,57338.0,96,2,5,0,61,50,1,237,10,0,3
2n Cycle,Together,50523.0,89,2,6,0,186,65,2,91,6,0,1
PhD,Married,56242.0,72,5,6,0,483,56,1,971,23,0,2
Graduation,Single,48904.0,1,4,8,0,574,65,1,371,13,0,3
Graduation,Single,56243.0,26,6,5,0,181,50,3,396,14,0,3
Graduation,Married,21355.0,5,2,6,0,313,40,1,68,5,1,1
Master,Together,57420.0,22,3,7,0,369,54,1,322,12,1,0
Master,Together,51537.0,39,2,5,0,454,55,1,317,12,0,0
Master,Divorced,46390.0,56,1,7,0,55,70,1,222,9,0,0
2n Cycle,Together,54342.0,74,4,6,0,361,69,2,177,8,0,1
Graduation,Together,51537.0,87,1,5,0,664,67,2,45,4,0,1
2n Cycle,Single,51537.0,49,1,7,0,168,61,2,21,3,0,3
Graduation,Married,20895.0,24,1,9,0,631,52,1,45,5,0,1
Graduation,Married,92344.0,9,0,1,0,165,77,0,1899,20,2,2
PhD,Together,51537.0,17,1,7,0,119,53,1,42,4,0,1
Graduation,Together,44964.0,35,1,8,0,560,45,2,41,4,0,1
Master,Married,53761.0,7,6,5,0,261,53,2,325,11,0,0
Graduation,Together,22682.0,51,3,4,0,269,52,1,95,7,0,1
PhD,Together,38887.0,17,1,7,0,119,53,1,42,4,0,1
2n Cycle,Single,41658.0,30,2,4,0,597,50,2,72,4,0,3
PhD,Married,29791.0,21,2,5,0,45,53,1,20,5,0,1
Master,Married,63915.0,2,2,5,0,334,69,2,789,21,0,0
Graduation,Divorced,39996.0,85,1,6,0,38,51,2,15,3,0,1
Graduation,Divorced,26759.0,65,2,6,0,142,53,1,59,6,0,1
PhD,Married,51039.0,11,2,7,0,566,56,2,417,12,0,1
Graduation,Married,60544.0,92,4,6,0,673,64,2,289,11,0,1
Graduation,Married,37716.0,4,2,7,0,69,72,1,188,8,0,1
Graduation,Single,36864.0,53,3,8,0,685,68,1,354,11,0,3
Master,Married,44511.0,39,6,8,0,625,55,1,727,20,0,0
PhD,Married,36947.0,49,4,9,0,691,58,2,146,7,0,1
Master,Married,67087.0,40,2,4,0,194,72,1,794,20,0,0
Graduation,Married,57045.0,40,3,3,0,659,75,1,454,15,0,1
PhD,Divorced,36957.0,43,4,9,0,661,72,2,152,7,0,1
PhD,Married,69389.0,17,1,4,0,639,48,1,797,21,0,2
Master,Married,43142.0,84,1,7,0,131,56,2,20,3,0,0
Graduation,Married,80589.0,25,1,1,0,158,81,0,1428,20,1,2
Graduation,Single,34412.0,62,3,9,0,501,35,1,209,8,0,3
Graduation,Single,57537.0,83,4,4,0,384,46,1,545,15,0,3
Graduation,Together,51315.0,45,1,2,0,126,77,0,222,9,0,1
Graduation,Married,36026.0,34,2,6,0,105,53,3,61,5,0,1
Graduation,Married,24639.0,3,3,6,0,152,52,2,44,6,0,1
PhD,Together,34578.0,1,1,6,0,79,53,3,8,3,0,1
2n Cycle,Single,65704.0,18,1,1,0,259,53,0,817,22,0,2
PhD,Together,54132.0,81,1,7,0,133,56,1,42,4,0,1
Graduation,Married,28164.0,23,3,7,0,421,55,1,78,6,0,1
PhD,Married,43269.0,61,1,8,0,286,53,1,19,3,0,1
2n Cycle,Single,38741.0,60,2,7,0,91,67,2,61,5,0,3
Graduation,Single,31907.0,75,1,7,0,482,53,0,449,13,0,3
2n Cycle,Divorced,31163.0,54,1,6,0,136,52,1,38,4,0,1
Graduation,Married,92533.0,84,1,2,0,192,40,0,1131,22,2,2
Graduation,Single,34853.0,75,2,6,0,188,52,2,34,5,0,3
Graduation,Divorced,70844.0,16,5,7,0,242,58,2,294,12,0,1
2n Cycle,Married,31086.0,79,2,8,0,421,46,2,48,4,1,1
2n Cycle,Together,20491.0,16,1,7,0,520,39,0,30,3,0,1
Graduation,Married,42523.0,96,1,2,0,67,61,0,125,6,0,1
Graduation,Together,33402.0,60,3,8,0,346,73,2,70,6,0,1
Master,Married,36408.0,11,1,6,0,281,76,2,22,3,0,0
Graduation,Together,21645.0,75,3,9,0,664,46,1,65,6,0,1
Master,Widow,78427.0,36,3,3,0,613,77,0,1930,20,1,2
Graduation,Together,82657.0,71,1,4,0,275,79,0,2283,22,2,2
Graduation,Married,51876.0,88,1,1,0,257,67,0,310,12,0,2
2n Cycle,Married,78041.0,93,1,2,0,560,54,0,1319,17,0,2
Graduation,Married,52852.0,93,4,8,0,575,68,1,879,22,1,2
PhD,Together,70038.0,54,1,2,0,247,43,0,1244,16,0,2
2n Cycle,Together,69401.0,41,4,2,0,98,52,1,690,13,0,2
Graduation,Together,46053.0,46,3,5,0,497,53,1,209,9,0,1
Graduation,Married,77343.0,28,1,1,0,20,60,0,1134,16,0,2
Graduation,Single,73892.0,40,1,1,0,228,72,0,1507,22,0,2
PhD,Single,40304.0,82,1,7,0,272,58,1,57,5,0,3
PhD,Together,32727.0,38,2,8,0,670,60,0,529,15,0,1
Graduation,Divorced,43300.0,87,3,8,0,624,54,1,180,8,0,1
Graduation,Together,26290.0,49,4,6,0,533,53,2,77,6,0,1
Graduation,Single,93790.0,16,0,2,0,137,55,0,2349,25,3,2
PhD,Married,38410.0,65,2,6,0,653,51,0,534,16,0,1
Master,Widow,64866.0,9,4,5,0,154,75,1,556,17,1,0
Graduation,Together,57957.0,24,7,3,1,314,66,1,637,18,0,1
Graduation,Together,16531.0,43,3,7,0,11,47,1,44,6,0,1
Master,Married,28072.0,10,1,7,0,356,39,1,47,4,0,0
Master,Divorced,49476.0,29,4,2,0,374,62,1,795,18,0,0
Graduation,Married,50725.0,45,4,8,0,501,72,1,586,17,0,1
PhD,Married,41145.0,20,1,3,0,141,75,2,13,3,0,1
Graduation,Together,67419.0,29,4,5,0,529,55,1,1471,21,0,2
2n Cycle,Married,23162.0,82,3,6,0,190,55,2,65,5,0,1
Graduation,Married,34380.0,68,4,8,0,423,48,1,175,8,0,1
Graduation,Single,34704.0,65,1,5,0,428,59,1,40,4,0,3
PhD,Married,94871.0,99,1,7,0,666,56,2,1078,17,2,2
Graduation,Married,65148.0,9,2,4,0,590,67,1,1115,19,0,2
Graduation,Together,39898.0,20,2,7,0,502,71,1,134,7,0,1
PhD,Married,59892.0,26,1,3,0,239,55,1,87,6,0,1
Master,Single,41020.0,68,1,3,0,244,38,0,217,9,0,0
PhD,Married,57072.0,79,2,5,0,156,64,1,1034,25,1,2
2n Cycle,Together,19414.0,32,1,8,0,256,44,1,32,4,0,1
Graduation,Married,19107.0,49,2,7,0,311,45,1,46,4,0,1
2n Cycle,Together,75484.0,50,2,4,0,696,49,1,1159,16,0,2
Master,Single,70379.0,84,3,4,0,483,49,1,860,22,0,0
Master,Together,79419.0,96,1,2,0,7,55,0,1631,14,0,0
PhD,Together,64014.0,56,7,7,0,19,79,3,444,15,1,1
Graduation,Married,76998.0,85,2,6,0,534,70,1,1910,27,1,2
Master,Together,49854.0,63,5,6,0,231,53,1,380,13,0,0
PhD,Married,60585.0,17,10,5,0,370,54,2,736,20,0,1
PhD,Divorced,42873.0,11,4,8,0,524,75,2,269,11,0,1
Graduation,Together,87679.0,62,1,4,0,337,37,0,2524,28,3,2
Graduation,Together,57867.0,48,7,6,0,271,47,1,612,18,0,1
Graduation,Married,35765.0,86,2,6,0,200,35,1,75,6,0,1
Graduation,Married,65492.0,73,2,2,0,154,66,0,1045,24,0,2
Graduation,Divorced,32952.0,36,1,7,0,210,48,1,55,5,0,1
PhD,Together,53374.0,34,6,9,0,682,56,1,1064,15,1,1
Graduation,Together,71706.0,16,4,5,0,593,66,1,1443,21,0,2
Graduation,Married,68487.0,48,1,4,0,532,37,0,1366,29,0,2
Master,Together,53253.0,61,7,5,0,503,50,2,436,12,0,0
Graduation,Married,42014.0,56,6,8,0,681,48,1,436,14,0,1
Master,Married,54108.0,74,13,8,0,601,52,2,747,19,0,0
PhD,Single,49667.0,35,2,8,0,678,70,0,1396,20,1,2
Master,Married,63206.0,65,1,2,0,101,51,0,928,13,1,0
Master,Married,57136.0,48,9,6,0,355,53,2,642,17,0,0
2n Cycle,Together,46772.0,88,6,8,0,599,50,1,1048,24,1,2
PhD,Married,78931.0,19,1,1,0,247,54,0,943,23,0,2
Graduation,Together,53977.0,21,5,5,0,386,67,1,907,22,0,2
Graduation,Married,73538.0,92,3,7,0,581,60,1,1658,23,0,2
Graduation,Married,79529.0,1,1,2,0,63,39,0,1638,21,0,2
2n Cycle,Together,20981.0,14,1,8,0,425,48,0,73,6,0,1
Graduation,Single,51766.0,74,2,5,0,110,45,1,275,10,0,3
Graduation,Married,55759.0,84,5,8,0,578,63,1,854,21,0,1
Master,Married,37787.0,50,1,8,0,282,53,1,106,6,0,0
Graduation,Single,27242.0,2,2,9,0,595,55,1,106,5,0,3
PhD,Single,87188.0,73,1,3,0,391,42,0,1923,18,0,2
Graduation,Together,69930.0,21,1,3,0,399,54,0,1662,21,0,2
Graduation,Single,37697.0,82,1,6,0,142,49,1,84,6,0,3
Graduation,Single,3502.0,56,0,14,0,442,52,1,5,0,0,3
Graduation,Married,58597.0,20,12,7,0,586,49,2,733,20,0,1
PhD,Widow,82032.0,54,0,1,0,85,77,0,1234,17,0,2
Graduation,Together,28087.0,77,3,7,0,565,67,2,112,6,0,1
PhD,Single,74004.0,5,1,3,0,125,38,0,1658,14,2,2
Graduation,Together,19740.0,65,2,5,0,462,65,1,55,5,0,1
2n Cycle,Married,57036.0,33,4,9,0,565,50,1,1513,22,1,2
2n Cycle,Together,53083.0,65,6,7,0,410,67,2,271,11,1,1
PhD,Married,69283.0,41,4,5,0,15,50,1,904,23,0,2
2n Cycle,Married,23331.0,92,2,8,0,663,37,1,103,6,0,1
2n Cycle,Single,23331.0,97,6,9,0,632,37,1,269,11,0,3
Graduation,Single,9255.0,91,1,8,0,191,36,1,22,4,0,3
PhD,Widow,67786.0,0,1,1,0,204,66,0,1156,15,0,2
PhD,Married,71969.0,59,3,8,0,621,54,1,1086,16,1,2
Master,Single,59235.0,4,3,7,0,533,58,1,1128,25,0,0
Graduation,Together,31928.0,5,2,7,0,93,36,1,72,7,0,1
Master,Together,74881.0,48,4,5,0,478,64,2,964,23,0,0
Graduation,Married,65819.0,99,1,3,0,577,47,0,1383,19,0,2
PhD,Single,51411.0,81,1,5,0,399,72,3,18,3,0,3
Graduation,Divorced,51983.0,95,3,7,0,667,61,1,793,21,0,1
2n Cycle,Married,30390.0,5,1,6,0,300,38,0,80,5,0,1
Graduation,Single,30983.0,50,1,8,0,597,62,0,167,7,0,3
Graduation,Widow,66033.0,76,2,7,0,525,68,1,677,18,0,2
2n Cycle,Married,37284.0,46,1,6,0,457,50,2,23,3,0,1
Master,Divorced,57530.0,68,1,1,0,260,74,1,92,6,0,0
2n Cycle,Married,76800.0,33,1,1,0,113,60,0,641,15,0,2
Graduation,Married,63943.0,50,1,5,0,665,69,1,1106,16,0,2
Master,Married,37054.0,89,2,7,0,287,58,2,25,4,0,0
Master,Together,47175.0,81,7,8,0,609,63,2,240,10,1,0
Graduation,Divorced,31859.0,77,1,7,0,380,49,1,20,3,0,1
Graduation,Divorced,27215.0,50,4,6,0,522,64,3,102,7,0,1
PhD,Divorced,70179.0,10,3,5,0,343,49,1,1034,23,0,2
Graduation,Married,24645.0,16,1,8,0,605,37,1,17,3,0,1
Graduation,Divorced,79865.0,12,1,1,0,11,71,1,792,20,0,2
Graduation,Married,44322.0,30,2,8,0,13,40,1,92,6,0,1
Graduation,Single,47958.0,8,2,5,0,526,73,1,407,14,0,3
Master,Single,63972.0,93,4,4,0,574,61,1,1269,19,1,0
Graduation,Together,75315.0,14,2,2,0,75,71,1,841,21,0,2
PhD,Married,55517.0,53,5,9,0,640,75,2,633,18,0,1
PhD,Married,75283.0,26,11,4,0,459,68,3,1019,14,0,1
Master,Married,27161.0,41,1,7,0,244,39,1,52,4,0,0
PhD,Together,38201.0,19,4,8,0,457,65,1,268,11,0,1
Graduation,Together,45203.0,4,1,6,0,98,43,2,147,7,0,1
PhD,Together,81574.0,89,1,1,0,62,78,0,1798,17,2,2
Master,Single,60482.0,81,1,7,0,522,49,1,507,16,0,0
Graduation,Together,34633.0,31,1,6,0,157,69,3,15,3,0,1
Master,Together,78093.0,53,1,1,0,200,78,0,1105,16,0,0
Graduation,Divorced,82460.0,78,1,1,0,209,75,0,974,14,0,2
Master,Together,45903.0,80,2,4,0,67,59,1,66,6,0,0
Master,Together,40442.0,52,4,7,0,679,73,2,169,8,0,0
Graduation,Married,61482.0,39,1,2,0,2,60,0,299,11,0,2
Graduation,Married,34968.0,11,7,7,0,445,45,1,221,10,0,1
Graduation,Married,75794.0,33,1,3,0,187,38,0,1682,24,1,2
Graduation,Married,74268.0,83,1,2,0,500,70,0,892,12,0,2
Basic,Together,13724.0,43,1,9,0,667,37,1,58,4,1,1
PhD,Single,52569.0,54,1,3,0,85,58,1,95,6,0,3
PhD,Single,48432.0,3,5,8,0,619,52,1,424,14,0,3
Graduation,Single,36108.0,68,3,9,0,257,41,1,339,12,1,3
Graduation,Married,76445.0,2,1,6,0,639,54,1,1410,20,0,2
PhD,Married,36663.0,40,1,2,0,65,50,1,35,5,0,1
Master,Married,53843.0,64,4,7,0,367,60,1,562,16,0,0
Master,Married,90226.0,26,1,2,0,641,69,0,2352,23,1,2
Master,Divorced,70638.0,69,1,3,0,393,70,0,1334,19,1,2
Graduation,Together,44512.0,57,2,4,0,303,65,2,32,4,0,1
Graduation,Married,27116.0,78,2,7,0,119,64,2,41,5,0,1
PhD,Married,54072.0,71,1,8,0,337,62,2,39,4,0,1
Graduation,Married,71855.0,59,4,3,0,529,48,1,1141,21,0,2
2n Cycle,Single,51250.0,28,5,9,0,456,35,1,710,19,1,3
Master,Married,60432.0,61,5,6,0,112,52,1,401,14,0,0
2n Cycle,Married,12393.0,38,1,9,0,572,47,0,57,5,0,1
Graduation,Single,64509.0,19,1,4,0,316,35,0,1722,18,1,2
Graduation,Single,33955.0,92,4,8,0,324,50,1,270,11,0,3
Graduation,Married,55434.0,21,3,4,0,267,41,1,882,21,0,2
Graduation,Together,28359.0,35,1,7,0,245,42,1,16,3,0,1
Graduation,Single,57100.0,9,2,3,0,42,38,1,311,12,0,3
Master,Married,52973.0,92,7,8,0,598,69,1,1152,24,0,0
PhD,Together,51717.0,55,1,7,0,313,60,1,122,7,1,1
Graduation,Married,18793.0,14,3,8,0,533,54,1,77,6,0,1
Graduation,Single,50664.0,64,9,9,0,529,66,2,561,15,0,3
Graduation,Together,54414.0,49,4,4,0,522,62,2,211,9,0,1
PhD,Married,54549.0,8,2,7,0,118,73,1,233,10,0,1
PhD,Widow,47111.0,35,6,9,0,659,54,1,1092,15,0,1
PhD,Divorced,41003.0,11,1,6,0,469,62,0,601,16,0,2
Graduation,Together,19444.0,8,3,7,0,127,43,1,54,7,0,1
2n Cycle,Together,36301.0,53,1,7,0,247,49,1,78,6,0,1
PhD,Together,42731.0,64,3,5,0,251,56,1,244,10,0,1
PhD,Married,52854.0,43,2,5,0,97,66,2,116,7,0,1
Graduation,Together,22775.0,40,1,8,0,375,47,1,15,3,0,1
PhD,Married,59821.0,11,6,8,0,443,70,1,734,20,0,1
Graduation,Divorced,50002.0,21,2,7,0,377,71,1,638,17,0,1
Graduation,Married,69755.0,23,1,1,0,270,80,0,894,21,0,2
Graduation,Married,44078.0,17,2,5,0,10,56,2,41,5,0,1
Master,Together,30560.0,6,1,7,0,367,49,1,31,4,0,0
Master,Together,35924.0,56,1,5,0,98,56,2,34,4,0,0
PhD,Divorced,64140.0,71,5,5,0,279,61,2,1750,13,3,2
Graduation,Together,56386.0,51,8,9,0,610,44,2,612,17,0,1
2n Cycle,Together,75774.0,27,1,4,0,58,44,1,823,20,0,2
Master,Divorced,39228.0,1,1,4,0,415,65,0,20,3,0,0
Master,Married,58494.0,56,2,6,0,199,51,1,396,14,0,0
Graduation,Single,58684.0,71,1,2,0,13,44,0,813,20,1,2
Graduation,Divorced,57136.0,18,1,6,0,407,58,0,1179,19,0,2
PhD,Widow,56551.0,48,3,4,0,53,75,2,138,7,0,1
Graduation,Married,22448.0,86,3,3,0,123,43,1,55,6,0,1
Graduation,Single,82014.0,48,1,6,0,678,64,0,1511,21,0,2
Graduation,Widow,34213.0,2,3,9,0,660,62,2,117,6,0,1
Graduation,Together,157146.0,13,0,1,0,426,48,0,1730,28,0,2
PhD,Widow,25358.0,57,2,6,0,342,78,1,32,4,0,1
Master,Single,35544.0,77,1,7,0,113,47,1,67,5,0,0
Master,Together,36634.0,0,3,7,0,397,71,1,335,12,0,0
PhD,Married,62670.0,57,1,3,0,147,71,1,825,21,0,2
2n Cycle,Together,50334.0,24,6,6,0,340,53,1,694,17,0,1
Graduation,Single,72066.0,55,1,2,0,6,44,0,1792,16,2,2
PhD,Single,50729.0,62,9,6,0,423,67,2,496,15,0,3
Graduation,Together,34916.0,89,4,9,0,410,57,2,231,9,0,1
Graduation,Divorced,64892.0,77,2,4,0,31,49,1,902,22,0,2
Graduation,Single,43602.0,45,3,6,0,170,59,2,68,6,0,3
2n Cycle,Single,41473.0,80,1,7,0,375,40,1,76,5,0,3
PhD,Married,63246.0,60,1,4,0,313,58,2,772,21,0,2
PhD,Married,36732.0,71,3,2,0,182,66,2,47,6,0,1
PhD,Single,37929.0,49,2,7,0,334,40,0,265,11,2,3
Graduation,Together,86610.0,66,1,2,0,297,74,0,1603,17,0,2
Master,Married,80141.0,20,1,6,0,534,39,0,2091,21,1,2
Graduation,Married,69016.0,61,4,5,0,584,55,1,1533,30,0,2
2n Cycle,Together,20193.0,18,1,4,0,578,34,0,82,6,0,1
Graduation,Married,27573.0,45,4,8,0,461,50,1,244,10,0,1
Basic,Single,15862.0,26,1,8,0,367,46,1,36,4,0,3
PhD,Married,49544.0,0,2,7,0,502,49,1,404,14,0,1
Graduation,Married,33228.0,28,1,7,0,157,45,1,71,5,0,1
Graduation,Together,70440.0,49,1,3,0,264,47,0,1572,22,1,2
Graduation,Together,38232.0,84,4,5,0,163,54,2,122,7,0,1
PhD,Married,22554.0,38,4,5,0,603,70,2,41,6,0,1
PhD,Married,23536.0,53,1,3,0,25,42,1,10,3,0,1
Graduation,Married,49413.0,88,2,5,0,247,73,1,304,11,0,1
Graduation,Married,42231.0,99,1,5,0,96,56,2,37,4,0,1
Master,Divorced,78789.0,12,1,2,0,690,45,0,1754,15,0,2
Graduation,Together,56534.0,35,4,8,0,341,57,1,815,21,2,2
Graduation,Single,58350.0,5,4,6,0,541,54,1,1001,23,0,3
Graduation,Single,49090.0,45,3,7,0,345,74,1,688,18,0,3
Master,Divorced,61787.0,71,1,5,0,358,38,0,1319,18,0,0
PhD,Married,18169.0,40,1,8,0,495,40,1,21,3,0,1
2n Cycle,Single,24336.0,82,1,7,0,671,44,1,31,3,0,3
Graduation,Married,18222.0,70,1,8,0,545,35,0,67,5,0,1
Graduation,Divorced,62335.0,87,2,2,0,402,73,1,708,19,0,2
2n Cycle,Together,42033.0,95,1,7,0,648,54,2,25,3,0,1
PhD,Married,86580.0,72,0,1,0,487,42,0,746,11,1,2
PhD,Divorced,41437.0,5,1,7,0,645,68,2,32,4,0,1
Master,Widow,73705.0,86,2,5,0,116,74,2,1695,23,0,0
Graduation,Married,61064.0,80,5,6,0,667,49,1,1080,23,0,2
Graduation,Single,18358.0,49,3,7,0,221,36,1,57,7,0,3
